id;seccion;edad;pf_ac1;pf_ac2;pf_ac3;pf_alg_2019;pf_alg_2020;alg_1b_2021;alg_2b_2021;alg_3b_2021;alg_4b_2021;ind_nivel_algebra;grupo_mate;genero;anios_colegio;condicion_pago;pe1;pe2;horas_asincronas;valoracion_clases;dispos_clases;calidad_internet
217;7;15;13;16;19;16;17;15;16;18;19;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
218;7;15;17;18;20;16;15;12;15;19;18;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
219;7;14;16;18;19;17;17;18;16;18;19;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
220;7;15;16;17;19;15;18;14;14;18;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
221;7;14;15;17;19;17;14;15;13;18;18;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
222;7;14;16;18;19;14;19;14;16;19;18;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
223;7;15;17;18;20;18;18;17;17;19;18;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
224;7;14;18;19;20;19;18;17;18;19;20;3;0;1;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
225;7;14;13;13;20;15;18;17;14;17;18;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
226;7;15;17;18;20;17;17;17;17;18;19;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Buena
227;7;14;16;19;18;18;16;16;15;19;19;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
228;7;15;16;17;19;16;17;17;16;20;20;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
229;7;14;16;17;20;16;20;15;17;20;19;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
230;7;14;9;9;15;11;11;10;8;10;5;1;0;0;3;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
231;7;14;16;18;19;16;16;15;15;17;17;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
232;7;15;16;18;17;18;20;16;16;17;20;3;0;0;3;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
233;7;14;14;14;18;19;12;11;15;19;19;3;0;1;3;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
234;7;14;16;17;18;18;15;16;15;18;18;3;0;0;4;1;Muy facil;Bueno;3 horas;Satisfecho;1;Buena
235;7;15;14;16;19;17;15;15;16;17;17;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;3;Buena
236;7;14;14;16;19;17;19;12;14;17;19;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
237;7;15;17;19;20;19;19;18;18;20;20;3;0;1;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
238;7;15;14;14;19;14;15;14;16;17;17;3;0;0;3;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
239;7;15;15;18;20;17;16;16;17;18;17;3;0;0;3;1;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
240;8;14;19;20;20;20;20;20;20;20;20;3;1;0;3;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
241;8;14;19;20;20;20;20;20;20;20;20;3;1;1;4;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
242;8;15;19;20;20;20;20;20;20;20;20;3;1;1;3;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
243;8;15;18;20;19;19;19;20;19;20;20;3;1;0;4;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
244;8;15;14;15;19;20;20;19;19;17;20;3;1;0;4;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
245;8;15;17;20;19;19;19;20;19;20;20;3;1;0;3;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
246;9;15;12;17;20;19;19;17;20;19;20;3;1;0;3;0;Muy facil;Bueno;3 horas;Satisfecho;4;Buena
247;9;14;16;20;20;20;19;19;19;20;20;3;1;0;3;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
248;9;14;16;19;20;19;20;18;19;20;20;3;1;0;4;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
249;9;15;17;19;20;20;18;19;18;20;20;3;1;1;3;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
250;9;15;16;19;20;19;18;20;18;19;20;3;1;0;3;0;Muy facil;Excelente;3 horas;Muy satisfecho;4;Muy buena
251;9;15;17;20;20;20;19;19;19;20;20;3;1;1;3;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
252;9;15;17;20;20;19;19;19;19;20;20;3;1;0;3;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
253;9;14;14;19;20;19;17;18;17;20;20;3;1;0;4;0;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
254;9;14;16;19;20;18;20;19;18;20;20;3;1;0;3;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
255;9;15;17;20;20;19;19;18;20;20;20;3;1;1;4;0;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
256;9;14;17;20;20;20;20;19;19;20;20;3;1;0;4;0;Muy facil;Excelente;3 horas;Muy satisfecho;4;Muy buena
257;9;14;16;20;20;20;20;18;18;20;20;3;1;0;4;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
258;9;14;17;19;20;19;19;19;19;20;20;3;1;0;3;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
259;9;14;18;20;20;18;18;18;18;20;20;3;1;1;3;0;Muy facil;Excelente;2 horas;Muy satisfecho;1;Muy buena
260;9;14;18;20;20;19;20;20;19;20;20;3;1;1;3;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
261;9;14;17;20;20;20;20;20;19;20;20;3;1;1;4;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
262;9;14;16;20;20;20;20;20;19;20;20;3;1;0;4;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
263;9;14;17;20;20;20;20;20;20;20;20;3;1;0;3;0;Muy facil;Excelente;3 horas;Muy satisfecho;1;Muy buena
264;9;15;16;18;20;19;19;19;19;19;20;3;1;0;4;0;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
265;0;15;14;14;16;14;14;12;14;13;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
266;0;16;11;13;18;11;12;12;12;11;12;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;3;Buena
267;0;15;15;16;17;14;13;12;14;13;12;2;0;0;4;1;Facil;Bueno;2 horas;Satisfecho;1;Buena
268;0;16;10;8;16;11;11;11;12;10;6;2;0;1;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
269;0;15;17;14;17;13;12;12;12;12;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
270;0;15;17;17;20;16;16;16;16;17;17;3;0;1;4;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
271;0;16;13;14;19;13;12;12;12;12;13;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
272;0;15;18;19;20;17;17;16;16;17;17;3;0;0;4;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
273;0;15;12;14;18;12;12;12;12;12;12;2;0;1;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
274;0;16;11;10;16;11;11;11;11;11;11;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
275;0;16;12;13;17;12;12;12;12;11;12;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;2;Buena
276;0;16;12;13;18;11;11;8;7;13;15;2;0;1;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;4;Buena
277;0;16;10;9;14;11;11;11;11;8;5;2;0;0;5;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
278;0;15;13;12;17;12;12;12;11;12;12;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
279;0;15;10;9;15;12;11;11;12;11;12;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
280;0;15;10;11;13;11;11;12;12;11;5;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
281;0;15;12;12;16;11;11;11;11;8;13;2;0;1;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
282;0;16;11;11;14;11;11;12;11;12;5;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
283;0;15;16;16;18;15;12;12;13;15;15;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
284;0;15;11;14;17;12;12;11;12;11;12;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;2;Buena
285;0;15;14;15;18;14;14;14;14;14;15;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
286;0;16;12;12;16;11;11;12;12;8;6;2;0;1;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
287;0;16;16;17;19;16;14;16;15;14;14;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
288;0;15;13;11;15;11;12;11;11;11;12;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
289;0;16;13;13;18;13;12;12;12;12;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
290;0;16;11;12;14;11;11;11;12;11;12;2;0;1;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
291;0;16;14;14;20;14;13;14;13;13;14;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
292;0;16;12;11;16;12;12;12;12;12;13;2;0;0;4;1;Facil;Indiferente;2 horas;Indiferente;3;Media
293;0;15;13;12;16;11;11;11;12;8;8;2;0;0;5;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
294;0;16;16;16;18;16;16;14;16;15;13;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
295;0;16;9;7;13;11;11;11;9;5;5;1;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
296;0;16;9;10;16;11;11;11;12;10;6;2;0;1;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
297;0;15;11;12;17;11;11;9;12;11;8;2;0;1;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
298;1;15;12;11;13;11;11;12;11;11;6;2;0;1;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;2;Buena
299;1;15;14;16;19;13;12;12;12;12;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
300;1;15;12;13;17;12;13;14;14;13;11;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
301;1;16;14;13;17;13;12;13;13;12;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
302;1;15;16;17;20;15;16;16;15;15;15;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;5;Buena
303;1;15;12;13;17;11;11;9;11;7;7;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
304;1;15;16;16;18;15;16;16;15;15;16;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
305;1;16;18;18;20;17;16;17;16;18;17;3;0;1;4;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
306;1;15;13;15;19;12;12;13;12;12;13;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
307;1;15;9;10;17;11;11;12;11;7;6;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
308;1;16;15;17;19;12;13;14;14;11;14;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
309;1;15;10;14;18;12;11;12;13;11;10;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
310;1;15;13;14;14;11;11;12;12;12;10;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;3;Buena
311;1;16;14;13;17;11;12;12;12;12;11;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;4;Buena
312;1;16;14;16;19;13;13;16;14;14;13;2;0;0;4;1;Facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
313;1;16;12;14;17;13;12;12;13;12;12;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
314;1;16;14;15;19;14;14;13;14;14;13;2;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
315;1;16;12;14;15;13;12;14;13;15;12;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
316;1;16;9;9;12;11;11;9;7;7;5;1;0;1;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
317;1;15;12;13;17;13;13;12;12;11;13;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
318;1;15;17;18;20;15;17;14;15;16;17;3;0;0;4;1;Facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
319;1;15;13;14;20;12;12;12;12;12;10;2;0;1;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;4;Buena
320;1;15;12;12;17;12;11;13;12;11;13;2;0;1;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
321;1;16;15;17;19;13;13;13;13;13;13;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
322;1;16;13;15;19;11;11;12;13;8;14;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
323;1;15;15;16;18;15;16;16;14;13;13;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
324;1;15;13;15;19;12;13;12;12;12;13;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
325;1;15;15;16;19;14;12;12;13;13;14;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
326;1;16;15;17;19;13;13;13;13;13;13;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
327;1;16;14;16;20;12;12;13;13;12;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
328;1;16;14;17;20;12;12;13;12;12;12;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
329;1;16;17;17;19;15;17;15;16;15;17;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
330;1;16;10;11;17;11;11;11;11;9;9;2;0;0;4;1;Ni facil ni dificil;Indiferente;1 hora;Indiferente;4;Media
331;2;16;17;17;18;14;14;15;15;14;16;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
332;2;15;12;11;17;11;11;12;12;12;7;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;5;Buena
333;2;15;11;11;14;11;11;12;12;8;6;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;3;Buena
334;2;16;14;15;18;18;15;14;14;12;18;3;0;0;4;1;Facil;Bueno;2 horas;Satisfecho;4;Buena
335;2;15;12;13;16;11;11;10;12;12;12;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
336;2;16;13;13;16;11;12;12;11;12;13;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;5;Buena
337;2;15;10;12;16;12;12;12;12;12;12;2;0;1;4;1;Ni facil ni dificil;Bueno;2 horas;Satisfecho;2;Buena
338;2;15;17;17;18;14;14;15;15;14;15;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
339;2;15;12;12;15;12;11;11;12;8;12;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
340;2;16;14;15;17;13;11;13;13;12;12;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
341;2;16;12;12;16;11;11;12;12;12;8;2;0;1;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;3;Buena
342;2;15;12;12;15;13;12;12;12;11;14;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
343;2;16;14;13;16;13;12;12;12;12;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
344;2;16;14;16;17;13;14;14;14;13;12;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
345;2;16;13;13;16;13;13;12;13;13;13;2;0;0;5;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
346;2;15;6;6;12;11;11;8;8;5;5;1;0;0;5;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
347;2;15;12;14;17;13;13;12;12;12;13;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
348;2;16;7;6;12;11;11;11;5;5;5;1;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
349;2;16;15;16;18;16;15;14;14;14;17;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
350;2;16;14;14;16;12;11;12;11;12;12;2;0;1;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;2;Buena
351;2;15;15;14;14;16;14;16;15;14;14;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
352;2;15;11;9;12;11;11;12;11;7;6;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Insatisfecho;2;Media
353;2;15;12;13;17;12;12;12;12;12;13;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
354;2;16;11;11;13;13;12;13;12;12;12;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
355;2;16;15;17;18;13;13;14;14;13;14;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
356;2;16;10;12;17;11;6;9;11;7;6;1;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
357;2;16;11;12;15;11;11;12;12;9;7;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
358;2;15;10;9;14;11;8;8;11;8;10;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
359;2;16;12;13;16;11;11;9;11;11;12;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Insatisfecho;4;Media
360;2;15;12;11;13;11;11;12;11;8;6;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
361;2;15;10;11;16;11;11;11;11;7;13;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
362;2;15;16;15;15;14;15;15;16;14;14;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
363;2;16;12;14;15;13;11;11;12;13;12;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
364;2;16;13;17;18;18;16;16;15;18;18;3;0;0;4;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
365;3;15;16;16;18;16;15;15;15;16;17;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
366;3;15;16;16;19;15;14;14;14;15;15;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
367;3;16;12;13;18;13;12;13;12;10;15;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
368;3;15;16;17;19;13;15;13;15;16;16;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;5;Buena
369;3;16;14;16;17;13;11;14;15;11;14;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
370;3;16;17;17;19;17;17;17;18;18;19;3;0;0;4;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
371;3;15;18;17;19;15;14;13;14;15;15;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
372;3;16;14;13;17;12;12;13;13;10;12;2;0;1;5;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;4;Buena
373;3;16;15;16;19;15;16;15;16;16;16;3;0;0;4;1;Facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
374;3;15;15;16;19;15;15;13;14;15;13;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
375;3;15;17;17;19;16;15;14;14;16;16;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
376;3;16;15;16;18;16;15;16;16;16;15;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
377;3;16;13;15;16;14;15;13;14;15;14;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
378;3;16;17;18;19;18;16;17;16;19;19;3;0;1;4;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
379;3;15;17;17;19;15;15;16;15;16;18;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
380;3;15;14;15;18;16;14;14;14;16;16;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
381;3;15;17;18;19;18;17;17;17;19;19;3;0;1;4;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
382;3;16;15;17;18;14;14;13;14;15;14;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
383;3;16;16;16;19;17;16;15;15;18;19;3;0;0;5;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
384;3;16;15;15;18;15;15;15;15;16;16;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
385;3;15;14;14;17;14;12;11;12;13;14;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
386;3;16;15;16;18;13;14;14;13;13;13;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
387;3;16;13;15;18;13;13;12;11;13;12;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
388;3;15;12;14;17;14;12;12;13;12;14;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
389;3;15;16;16;19;14;14;14;16;16;17;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
390;3;16;16;17;18;17;18;16;16;18;16;3;0;1;4;1;Muy facil;Bueno;3 horas;Satisfecho;1;Buena
391;3;16;16;17;18;15;15;14;15;16;16;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
392;3;16;16;18;19;15;15;15;15;16;15;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
393;3;16;16;18;19;17;18;16;17;18;19;3;0;0;4;1;Muy facil;Bueno;3 horas;Satisfecho;2;Buena
394;3;16;17;17;19;16;16;15;17;16;16;3;0;1;4;1;Facil;Excelente;De 4 horas a mas;Muy satisfecho;5;Muy buena
395;3;16;16;16;18;16;16;15;16;16;16;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
396;3;15;15;15;17;14;11;13;14;10;10;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
397;3;16;16;17;17;13;12;13;13;10;15;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
398;3;16;13;14;18;14;16;14;16;16;16;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
399;4;16;11;12;15;11;11;12;12;8;6;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
400;4;15;8;9;14;11;11;8;8;7;6;1;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
401;4;16;12;12;16;11;12;9;12;8;15;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
402;4;16;17;17;17;15;15;15;15;15;14;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
403;4;15;17;17;17;16;17;16;17;16;15;3;0;0;4;1;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
404;4;15;11;12;15;11;11;9;12;11;11;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
405;4;16;15;15;15;16;16;12;12;12;16;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
406;4;16;14;12;15;14;13;12;12;12;14;2;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
407;4;16;15;17;17;13;13;12;13;13;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
408;4;15;15;16;17;12;13;12;12;13;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
409;4;15;14;15;16;13;12;12;12;12;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
410;4;15;12;12;16;12;11;8;12;12;7;2;0;1;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
411;4;15;17;17;17;15;14;14;15;15;14;3;0;1;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
412;4;15;15;16;18;15;15;15;15;16;16;3;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
413;4;15;15;16;16;14;14;14;14;13;14;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
414;4;15;9;10;15;11;11;8;8;6;6;1;0;1;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Mala
415;4;15;11;10;15;11;12;9;8;12;12;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;5;Media
416;4;15;12;14;15;11;12;14;14;7;7;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;2;Buena
417;4;16;10;11;15;13;14;8;8;8;15;2;0;0;4;1;Facil;Indiferente;2 horas;Indiferente;3;Media
418;4;15;13;16;17;12;12;12;12;12;11;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Indiferente;2;Buena
419;4;15;15;16;17;13;13;14;14;12;13;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
420;4;16;9;16;16;11;11;9;6;6;6;1;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
421;4;16;12;13;16;11;11;12;13;12;7;2;0;0;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
422;4;16;13;12;14;13;12;13;12;11;12;2;0;1;5;1;Facil;Indiferente;2 horas;Indiferente;1;Media
423;4;15;14;15;16;11;13;14;14;12;10;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;4;Buena
424;4;15;15;14;16;12;11;13;13;13;10;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
425;4;16;13;15;16;11;11;12;12;12;7;2;0;1;4;1;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
426;4;15;14;15;16;12;13;14;13;12;6;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;1;Buena
427;4;15;14;15;17;13;13;9;13;14;10;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;2;Buena
428;4;15;13;15;16;13;13;12;13;12;12;2;0;0;4;1;Facil;Bueno;3 horas;Satisfecho;3;Buena
429;4;16;15;16;17;12;11;12;12;12;10;2;0;0;4;1;Ni facil ni dificil;Bueno;3 horas;Indiferente;2;Buena
